province,province_name_english,region,year,project_count,inheritor_count,IPR
陕西省,Shaanxi,West,2022,685,492,0.7182481751824817
陕西省,Shaanxi,West,2023,685,593,0.8656934306569343
陕西省,Shaanxi,West,2024,685,593,0.8656934306569343
青海省,Qinghai,West,2005,0,0,
青海省,Qinghai,West,2006,91,151,1.6593406593406594
青海省,Qinghai,West,2007,209,197,0.9425837320574164
青海省,Qinghai,West,2008,209,197,0.9425837320574164
青海省,Qinghai,West,2009,281,263,0.9359430604982206
青海省,Qinghai,West,2010,281,263,0.9359430604982206
青海省,Qinghai,West,2011,281,263,0.9359430604982206
青海省,Qinghai,West,2012,281,263,0.9359430604982206
青海省,Qinghai,West,2013,380,370,0.9736842105263158
青海省,Qinghai,West,2014,380,370,0.9736842105263158
青海省,Qinghai,West,2015,380,370,0.9736842105263158
青海省,Qinghai,West,2016,380,370,0.9736842105263158
青海省,Qinghai,West,2017,383,370,0.9660574412532638
青海省,Qinghai,West,2018,563,547,0.9715808170515098
青海省,Qinghai,West,2019,564,547,0.9698581560283688
青海省,Qinghai,West,2020,564,547,0.9698581560283688
青海省,Qinghai,West,2021,564,547,0.9698581560283688
青海省,Qinghai,West,2022,565,547,0.968141592920354
青海省,Qinghai,West,2023,565,570,1.008849557522124
青海省,Qinghai,West,2024,565,570,1.008849557522124
黑龙江省,Heilongjiang,Northeast,2005,0,0,
黑龙江省,Heilongjiang,Northeast,2006,0,95,
黑龙江省,Heilongjiang,Northeast,2007,76,95,1.25
黑龙江省,Heilongjiang,Northeast,2008,76,95,1.25
黑龙江省,Heilongjiang,Northeast,2009,161,262,1.6273291925465838
黑龙江省,Heilongjiang,Northeast,2010,161,262,1.6273291925465838
黑龙江省,Heilongjiang,Northeast,2011,210,322,1.5333333333333334
黑龙江省,Heilongjiang,Northeast,2012,211,322,1.5260663507109005
黑龙江省,Heilongjiang,Northeast,2013,273,385,1.4102564102564104
黑龙江省,Heilongjiang,Northeast,2014,274,385,1.405109489051095
黑龙江省,Heilongjiang,Northeast,2015,275,385,1.4
黑龙江省,Heilongjiang,Northeast,2016,353,502,1.4220963172804533
黑龙江省,Heilongjiang,Northeast,2017,354,502,1.4180790960451977
黑龙江省,Heilongjiang,Northeast,2018,354,502,1.4180790960451977
黑龙江省,Heilongjiang,Northeast,2019,487,502,1.0308008213552362
黑龙江省,Heilongjiang,Northeast,2020,487,502,1.0308008213552362
黑龙江省,Heilongjiang,Northeast,2021,487,613,1.2587268993839835
黑龙江省,Heilongjiang,Northeast,2022,487,613,1.2587268993839835
黑龙江省,Heilongjiang,Northeast,2023,487,613,1.2587268993839835
黑龙江省,Heilongjiang,Northeast,2024,617,613,0.993517017828201
